,Артикул,Бренд,Для кого,Примерный вес,Тип металла,Проба,Покрытие,Тип вставки,Форма вставки,Количество,Цвет,Вес,Цветность,Чистота,Огранка,Тип вставки 2,Форма вставки 2,Количество 2,Цвет 2,Вес 2,Цветность 2,Чистота 2,Огранка 2,Цена со скидкой,Цена без скидки,Номер страницы,Ширина кольца,Ширина,Высота,Длина,Размеры вставки,Коллекция,Тип вставки 3,Форма вставки 3,Количество 3,Цвет 3,Вес 3,Цветность 3,Чистота 3,Тип вставки 4,Форма вставки 4,Количество 4,Цвет 4,Вес 4,Размеры вставки 2,Тип вставки 5,Форма вставки 5,Количество 5,Цвет 5,Вес 5,Размеры вставки 3,Размеры вставки 4,Размеры вставки 5,Тип вставки 6,Форма вставки 6,Количество 6,Цвет 6,Вес 6,Размеры вставки 6,Тип вставки 7,Форма вставки 7,Количество 7,Цвет 7,Вес 7,Размеры вставки 7,Тип вставки 8,Форма вставки 8,Количество 8,Цвет 8,Вес 8,Размеры вставки 8,Тип вставки 9,Форма вставки 9,Количество 9,Цвет 9,Вес 9,Размеры вставки 9,Огранка 3,Цветность 4,Чистота 4,Огранка 4,Тип вставки 10,Форма вставки 10,Количество 10,Цвет 10,Вес 10,Размеры вставки 10,Тип вставки 11,Форма вставки 11,Количество 11,Цвет 11,Вес 11,Размеры вставки 11,Тип вставки 12,Форма вставки 12,Количество 12,Цвет 12,Вес 12,Размеры вставки 12,Тип вставки 13,Форма вставки 13,Количество 13,Цвет 13,Вес 13,Размеры вставки 13,Тип вставки 14,Форма вставки 14,Количество 14,Цвет 14,Вес 14,Размеры вставки 14,Цветность 5,Чистота 5,Цветность 6,Чистота 6,Цветность 7,Чистота 7,Огранка 5,Цветность 8,Чистота 8,Цветность 9,Чистота 9,Цветность 10,Чистота 10
5468,714673,SOKOLOV,Для женщин,1.68 г,Красное золото,585.0,Родирование,Аметист,Овал,1 шт,Сиреневый,0.675 карат,,,,Фианит,Круг,13 шт,Бесцветный,0.111 карат,,,,23850,52990,80,,,,,7 мм * 5 мм,,,,,,,,,,,,,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5469,714733,SOKOLOV,Для женщин,2.33 г,Красное золото,585.0,Родирование,Корунд,Груша,2 шт,Синий,0.939 карат,,,,Корунд,Овал,1 шт,Синий,0.511 карат,,,,28350,62990,80,,,,,6 мм * 4 мм,,Фианит,Круг,14 шт,Бесцветный,0.119 карат,,,,,,,,6 мм * 4 мм,,,,,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5470,714780,SOKOLOV,Для женщин,2.93 г,Красное золото,585.0,Родирование,Топаз,Овал,1 шт,Голубой,0.843 карат,,,,Фианит,Круг,5 шт,Бесцветный,0.043 карат,,,,29000,144990,80,,,,,7 мм * 5 мм,,Фианит,Круг,14 шт,Бесцветный,0.231 карат,,,,,,,,1 мм,,,,,,"1, 25 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5471,714800,SOKOLOV,Для женщин,3.68 г,Красное золото,585.0,Родирование,Раухтопаз,Маркиз,1 шт,Коричневый,2.222 карат,,,,Фианит,Круг,8 шт,Жёлтый,0.136 карат,,,,54000,119990,80,,,,,16 мм * 6 мм,,Фианит,Круг,10 шт,Жёлтый,0.093 карат,,,,,,,,"1, 25 мм",,,,,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5472,714825,SOKOLOV,Для женщин,2.95 г,Красное золото,585.0,Родирование,Агат,Круг,1 шт,Зелёный,0.057 карат,,,,Агат,Овал,1 шт,Зелёный,0.387 карат,,,,37350,82990,80,,,,,"2, 5 мм",,Агат,Овал,2 шт,Зелёный,0.39 карат,,,Фианит,Круг,31 шт,Бесцветный,0.264 карат,6 мм * 4 мм,,,,,,5 мм * 3 мм,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5473,714850,SOKOLOV,Для женщин,2.48 г,Красное золото,585.0,Родирование,Топаз,Маркиз,1 шт,Голубой,1.959 карат,,,,Фианит,Круг,3 шт,Бесцветный,0.05 карат,,,,25500,84990,80,,,,,12 мм * 6 мм,,Фианит,Круг,3 шт,Бесцветный,0.026 карат,,,,,,,,"1, 25 мм",,,,,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5474,714868,SOKOLOV,Для женщин,1.4 г,Красное золото,585.0,,Гранат,Груша,1 шт,Красный,0.829 карат,,,,,,,,,,,,19350,42990,80,,,,,7 мм * 5 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5475,714967,SOKOLOV,Для женщин,2.29 г,Красное золото,585.0,Родирование,Топаз,Овал,1 шт,Голубой,2.835 карат,,,,Фианит,Круг,26 шт,Бесцветный,0.221 карат,,,,23850,52990,80,,,,,10 мм * 8 мм,,,,,,,,,,,,,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5476,715028,SOKOLOV,Для женщин,1.57 г,Красное золото,585.0,,Лондон топаз,Груша,1 шт,Голубой,0.932 карат,,,,Лондон топаз,Круг,1 шт,Голубой,0.043 карат,,,,26100,57990,80,,,,,8 мм * 5 мм,,Топаз,Круг,3 шт,Голубой,0.133 карат,,,Фианит,Круг,3 шт,Голубой,0.041 карат,2 мм,,,,,,2 мм,"1, 5 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5477,715080,SOKOLOV,Для женщин,1.28 г,Красное золото,585.0,,Топаз,Груша,1 шт,Голубой,0.434 карат,,,,Топаз,Круг,2 шт,Голубой,0.113 карат,,,,19350,42990,80,1 мм,7 мм,4 мм,11 мм,6 мм * 4 мм,,,,,,,,,,,,,,"2, 25 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5478,715180,SOKOLOV,Для женщин,1.59 г,Красное золото,585.0,,Гранат,Круг,2 шт,Красный,0.132 карат,,,,Гранат,Круг,4 шт,Красный,0.129 карат,,,,26100,57990,80,,,,,"2, 25 мм",,Гранат,Овал,1 шт,Красный,0.551 карат,,,,,,,,"1, 75 мм",,,,,,6 мм * 4 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5479,715204-2,SOKOLOV,Для женщин,2.03 г,Жёлтое золото,585.0,Родирование,Агат,Маркиз,1 шт,Чёрный,1.515 карат,,,,Фианит,Круг,4 шт,Чёрный,0.016 карат,,,,17400,57990,80,,,,,12 мм * 6 мм,,,,,,,,,,,,,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5480,715282,SOKOLOV,Для женщин,2.33 г,Красное золото,585.0,Родирование,Топаз,Октагон,1 шт,Голубой,1.683 карат,,,,Фианит,Круг,21 шт,Бесцветный,0.179 карат,,,,35100,77990,80,1 мм,12 мм,5 мм,10 мм,8 мм * 6 мм,,,,,,,,,,,,,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5481,715380,SOKOLOV,Для женщин,1.54 г,Красное золото,585.0,,Гранат,Круг,1 шт,Красный,0.975 карат,,,,Гранат,Круг,2 шт,Красный,0.653 карат,,,,21600,47990,80,1 мм,6 мм,4 мм,13 мм,6 мм,,,,,,,,,,,,,,4 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5482,715512,SOKOLOV,Для женщин,1.83 г,Красное золото,585.0,Родирование,Корунд,Груша,2 шт,Синий,0.453 карат,,,,Корунд,Овал,1 шт,Синий,0.511 карат,,,,21600,47990,80,,,,,5 мм * 3 мм,,Фианит,Круг,6 шт,Бесцветный,0.051 карат,,,,,,,,6 мм * 4 мм,,,,,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5483,715582,SOKOLOV,Для женщин,1.95 г,Красное золото,585.0,Родирование,Гранат,Груша,1 шт,Красный,0.192 карат,,,,Гранат,Круг,1 шт,Красный,0.087 карат,,,,28350,62990,80,2 мм,8 мм,3 мм,14 мм,4 мм * 3 мм,,Гранат,Круг,1 шт,Красный,0.048 карат,,,Гранат,Маркиз,1 шт,Красный,0.179 карат,"2, 5 мм",Гранат,Овал,1 шт,Красный,0.29 карат,2 мм,"5 мм * 2, 5 мм",5 мм * 3 мм,Фианит,Круг,12 шт,Бесцветный,0.054 карат,"0, 8 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5484,715618,SOKOLOV,Для женщин,1.82 г,Комбинированное золото,585.0,Родирование,Корунд,Овал,1 шт,Синий,0.909 карат,,,,Фианит,Круг,4 шт,Бесцветный,0.034 карат,,,,19500,64990,80,,,,,7 мм * 5 мм,,,,,,,,,,,,,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5485,715623,SOKOLOV,Для женщин,1.41 г,Красное золото,585.0,Родирование,Лондон топаз,Груша,1 шт,Голубой,0.422 карат,,,,Фианит,Круг,5 шт,Бесцветный,0.043 карат,,,,20250,44990,80,2 мм,6 мм,3 мм,6 мм,6 мм * 4 мм,,,,,,,,,,,,,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5486,715779,SOKOLOV,Для женщин,3.09 г,Красное золото,585.0,Родирование,Агат,Груша,1 шт,Зелёный,0.342 карат,,,,Агат,Круг,1 шт,Зелёный,0.031 карат,,,,36000,119990,80,2 мм,27 мм,4 мм,18 мм,6 мм * 4 мм,,Агат,Круг,2 шт,Зелёный,0.114 карат,,,Корунд,Маркиз,2 шт,Синий,0.865 карат,2 мм,Фианит,Круг,9 шт,Зелёный,0.045 карат,"2, 5 мм","7 мм * 3, 5 мм",1 мм,Фианит,Круг,12 шт,Зелёный,0.059 карат,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5487,715796,SOKOLOV,Для женщин,2.07 г,Красное золото,585.0,Родирование,Лондон топаз,Груша,1 шт,Голубой,1.457 карат,,,,Фианит,Круг,13 шт,Бесцветный,0.111 карат,,,,19350,42990,80,2 мм,14 мм,4 мм,10 мм,9 мм * 6 мм,,,,,,,,,,,,,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5488,715804,SOKOLOV,Для женщин,2.08 г,Красное золото,585.0,,Топаз,Круг,2 шт,Голубой,0.616 карат,,,,Топаз,Круг,2 шт,Голубой,1.179 карат,,,,26100,57990,80,2 мм,11 мм,4 мм,19 мм,4 мм,,Топаз,Круг,2 шт,Голубой,0.271 карат,,,Топаз,Круг,2 шт,Голубой,0.419 карат,5 мм,,,,,,3 мм,"3, 5 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5489,716067,SOKOLOV,Для женщин,4.77 г,Красное золото,585.0,Родирование,Гранат,Груша,2 шт,Красный,0.98 карат,,,,Гранат,Груша,2 шт,Красный,0.506 карат,,,,54000,179990,80,3 мм,33 мм,5 мм,19 мм,6 мм * 4 мм,,Гранат,Груша,2 шт,Красный,1.551 карат,,,Гранат,Круг,1 шт,Красный,0.146 карат,5 мм * 3 мм,Гранат,Круг,1 шт,Красный,0.048 карат,8 мм * 4 мм,3 мм,2 мм,Гранат,Круг,2 шт,Красный,0.174 карат,"2, 5 мм",Фианит,Круг,17 шт,Бесцветный,0.145 карат,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5490,716091,SOKOLOV,Для женщин,1.88 г,Красное золото,585.0,Родирование,Горный хрусталь,Октагон,1 шт,Бесцветный,1.455 карат,,,,Фианит,Круг,6 шт,Бесцветный,0.171 карат,,,,26100,57990,80,2 мм,6 мм,5 мм,11 мм,8 мм * 6 мм,,,,,,,,,,,,,,"1, 5 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5491,716094-2,SOKOLOV,Для женщин,1.65 г,Жёлтое золото,585.0,,Агат,Круг,1 шт,Чёрный,0.893 карат,,,,,,,,,,,,23850,52990,80,,,,,"8, 4 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5492,716320,SOKOLOV,Для женщин,1.35 г,Красное золото,585.0,Родирование,Опал натуральный,Овал,1 шт,Розовый,1.16 карат,,,,Фианит,Круг,6 шт,Бесцветный,0.051 карат,,,,19350,42990,80,1 мм,10 мм,6 мм,6 мм,8 мм * 6 мм,,,,,,,,,,,,,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5493,716346,SOKOLOV,Для женщин,1.14 г,Красное золото,585.0,Родирование,Топаз,Круг,1 шт,Голубой,0.308 карат,,,,Фианит,Круг,2 шт,Бесцветный,0.057 карат,,,,15900,52990,80,1 мм,,,,4 мм,,,,,,,,,,,,,,"1, 5 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5494,716347,SOKOLOV,Для женщин,1.39 г,Красное золото,585.0,,Корунд,Круг,10 шт,Синий,0.45 карат,,,,,,,,,,,,10200,33990,80,1 мм,,,,2 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5495,716350,SOKOLOV,Для женщин,2.47 г,Красное золото,585.0,,Аметист,Овал,1 шт,Сиреневый,1.078 карат,,,,Фианит,Круг,17 шт,Бесцветный,0.281 карат,,,,21150,46990,80,3 мм,,,,8 мм * 6 мм,,,,,,,,,,,,,,"1, 25 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5496,716351,SOKOLOV,Для женщин,2.41 г,Красное золото,585.0,,Празиолит,Овал,1 шт,Зелёный,1.17 карат,,,,Фианит,Круг,17 шт,Бесцветный,0.281 карат,,,,30600,67990,80,3 мм,,,,8 мм * 6 мм,,,,,,,,,,,,,,"1, 25 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5497,716363,SOKOLOV,Для женщин,3.37 г,Красное золото,585.0,,Празиолит,Октагон,1 шт,Зелёный,0.537 карат,,,,Топаз,Октагон,1 шт,Голубой,0.696 карат,,,,40500,89990,80,5 мм,,,,6 мм * 4 мм,,,,,,,,,,,,,,6 мм * 4 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5498,716365,SOKOLOV,Для женщин,2.53 г,Красное золото,585.0,,Аметист,Груша,1 шт,Сиреневый,1.095 карат,,,,,,,,,,,,25000,124990,80,2 мм,,,,9 мм * 6 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5499,716366,SOKOLOV,Для женщин,2.62 г,Красное золото,585.0,,Горный хрусталь,Груша,1 шт,Бесцветный,1.142 карат,,,,,,,,,,,,29400,97990,80,2 мм,,,,9 мм * 6 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5500,716368,SOKOLOV,Для женщин,3.12 г,Красное золото,585.0,,Аметист,Октагон,1 шт,Сиреневый,1.393 карат,,,,,,,,,,,,30000,149990,80,3 мм,,,,7 мм * 7 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5501,716369,SOKOLOV,Для женщин,3.05 г,Красное золото,585.0,,Кварц,Октагон,1 шт,Жёлтый,1.422 карат,,,,,,,,,,,,30000,149990,80,3 мм,,,,7 мм * 7 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5502,716371,SOKOLOV,Для женщин,2.57 г,Красное золото,585.0,Эмаль,Аметист,Овал,1 шт,Сиреневый,1.635 карат,,,,Эмаль,,1 шт,,0.48 карат,,,,35100,77990,80,2 мм,,,,9 мм * 7 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5503,716373,SOKOLOV,Для женщин,2.92 г,Красное золото,585.0,,Топаз,Круг,1 шт,Голубой,0.995 карат,,,,,,,,,,,,19200,63990,80,2 мм,,,,6 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5504,716374,SOKOLOV,Для женщин,2.87 г,Красное золото,585.0,,Родолит,Круг,1 шт,Розовый,1.001 карат,,,,,,,,,,,,19200,63990,80,2 мм,,,,6 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5505,716385,SOKOLOV,Для женщин,2.53 г,Красное золото,585.0,Родирование,Лондон топаз,Груша,2 шт,Голубой,0.843 карат,,,,Топаз,Круг,1 шт,Голубой,0.428 карат,,,,37350,82990,80,1 мм,,,,6 мм * 4 мм,,Топаз,Овал,1 шт,Голубой,0.531 карат,,,Фианит,Круг,8 шт,Бесцветный,0.08 карат,"4, 5 мм",,,,,,6 мм * 4 мм,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5506,716388,SOKOLOV,Для женщин,3.12 г,Красное золото,585.0,Родирование,Фианит,Круг,12 шт,Бесцветный,0.12 карат,,,,,,,,,,,,19200,63990,80,2 мм,,,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5507,716390,SOKOLOV,Для женщин,2.86 г,Красное золото,585.0,,Корунд,Багет,1 шт,Красный,0.295 карат,,,,,,,,,,,,39600,87990,81,5 мм,,,,5 мм * 3 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5508,716391,SOKOLOV,Для женщин,1.46 г,Красное золото,585.0,,Горный хрусталь,Триллион,1 шт,Бесцветный,0.37 карат,,,,,,,,,,,,20400,67990,81,2 мм,,,,5 мм * 5 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5509,716392,SOKOLOV,Для женщин,1.45 г,Красное золото,585.0,,Хризолит,Триллион,1 шт,Зелёный,0.456 карат,,,,,,,,,,,,21600,47990,81,2 мм,,,,5 мм * 5 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5510,716396,SOKOLOV,Для женщин,2.59 г,Красное золото,585.0,,,,,,,,,,,,,,,,,,32850,72990,81,2 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5511,716398,SOKOLOV,Для женщин,2.41 г,Красное золото,585.0,Родирование,Топаз,Круг,1 шт,Голубой,1.56 карат,,,,Фианит,Круг,12 шт,Бесцветный,0.12 карат,,,,29400,97990,81,2 мм,,,,7 мм,,,,,,,,,,,,,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5512,716404,SOKOLOV,Для мужчин,3.65 г,Красное золото,585.0,,Оникс,Квадрат,1 шт,Чёрный,0.15 карат,,,,,,,,,,,,45000,99990,81,3 мм,,,,"2, 7 мм * 2, 7 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5513,716405,SOKOLOV,Для женщин,1.23 г,Красное золото,585.0,,,,,,,,,,,,,,,,,,21600,47990,81,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5514,716406,SOKOLOV,Для женщин,2.21 г,Красное золото,585.0,,Топаз,Круг,1 шт,Голубой,1.5 карат,,,,,,,,,,,,25500,84990,81,2 мм,,,,7 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5515,716408,SOKOLOV,Для женщин,2.65 г,Красное золото,585.0,Родирование,Топаз,Круг,1 шт,Голубой,2.05 карат,,,,Фианит,Круг,16 шт,Бесцветный,0.448 карат,,,,30600,67990,81,2 мм,,,,8 мм,,,,,,,,,,,,,,"1, 5 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5516,716412,SOKOLOV,Для мужчин,4.37 г,Красное золото,585.0,Родирование,Агат,Волна,1 шт,Чёрный,1.475 карат,,,,Фианит,Круг,8 шт,Чёрный,0.066 карат,,,,56250,124990,81,3 мм,,,,9 мм * 7 мм,,,,,,,,,,,,,,"1, 25 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5517,716415,SOKOLOV,Для мужчин,4.61 г,Красное золото,585.0,,Агат,Овал,1 шт,Чёрный,1.7 карат,,,,,,,,,,,,60750,134990,81,3 мм,,,,"11 мм * 8, 5 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5518,716416-3,SOKOLOV,Для женщин,2.42 г,Белое золото,585.0,Родирование,Топаз,Круг,1 шт,Голубой,0.918 карат,,,,Фианит,Круг,16 шт,Бесцветный,0.28 карат,,,,38700,85990,81,2 мм,,,,6 мм,,Фианит,Круг,28 шт,Бесцветный,0.28 карат,,,,,,,,"1, 25 мм",,,,,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5519,716418,SOKOLOV,Для женщин,3.53 г,Красное золото,585.0,,Топаз,Круг,5 шт,Голубой,2.77 карат,,,,,,,,,,,,39000,129990,81,2 мм,,,,5 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5520,716419,SOKOLOV,Для женщин,2.14 г,Красное золото,585.0,,Топаз,Круг,1 шт,Голубой,0.554 карат,,,,,,,,,,,,28350,62990,81,2 мм,,,,5 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5521,716421,SOKOLOV,Для женщин,3.33 г,Красное золото,585.0,,Топаз,Овал,1 шт,Голубой,1.361 карат,,,,,,,,,,,,37350,82990,81,2 мм,,,,8 мм * 6 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5522,716423-3,SOKOLOV,Для женщин,2.02 г,Белое золото,585.0,Родирование,Лондон топаз,Сердце,1 шт,Голубой,2.134 карат,,,,Фианит,Круг,4 шт,Бесцветный,0.07 карат,,,,26100,57990,81,1 мм,,,,8 мм * 8 мм,,Фианит,Круг,6 шт,Бесцветный,0.168 карат,,,,,,,,"1, 25 мм",,,,,,"1, 5 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5523,716424-3,SOKOLOV,Для женщин,2.77 г,Белое золото,585.0,Родирование,Топаз,Круг,1 шт,Голубой,2.05 карат,,,,Фианит,Круг,10 шт,Бесцветный,0.45 карат,,,,31500,69990,81,6 мм,,,,8 мм,,Фианит,Круг,50 шт,Бесцветный,0.5 карат,,,,,,,,"1, 75 мм",,,,,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5524,716426,SOKOLOV,Для женщин,4.16 г,Красное золото,585.0,Родирование,Топаз,Овал,1 шт,Голубой,2.156 карат,,,,Фианит,Круг,30 шт,Бесцветный,0.3 карат,,,,47250,104990,81,2 мм,,,,9 мм * 7 мм,,,,,,,,,,,,,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
