,Артикул,Бренд,Для кого,Примерный вес,Тип металла,Проба,Покрытие,Тип вставки,Форма вставки,Количество,Цвет,Вес,Цветность,Чистота,Огранка,Тип вставки 2,Форма вставки 2,Количество 2,Цвет 2,Вес 2,Цветность 2,Чистота 2,Огранка 2,Цена со скидкой,Цена без скидки,Номер страницы,Ширина кольца,Ширина,Высота,Длина,Размеры вставки,Коллекция,Тип вставки 3,Форма вставки 3,Количество 3,Цвет 3,Вес 3,Цветность 3,Чистота 3,Тип вставки 4,Форма вставки 4,Количество 4,Цвет 4,Вес 4,Размеры вставки 2,Тип вставки 5,Форма вставки 5,Количество 5,Цвет 5,Вес 5,Размеры вставки 3,Размеры вставки 4,Размеры вставки 5,Тип вставки 6,Форма вставки 6,Количество 6,Цвет 6,Вес 6,Размеры вставки 6,Тип вставки 7,Форма вставки 7,Количество 7,Цвет 7,Вес 7,Размеры вставки 7,Тип вставки 8,Форма вставки 8,Количество 8,Цвет 8,Вес 8,Размеры вставки 8,Тип вставки 9,Форма вставки 9,Количество 9,Цвет 9,Вес 9,Размеры вставки 9,Огранка 3,Цветность 4,Чистота 4,Огранка 4,Тип вставки 10,Форма вставки 10,Количество 10,Цвет 10,Вес 10,Размеры вставки 10,Тип вставки 11,Форма вставки 11,Количество 11,Цвет 11,Вес 11,Размеры вставки 11,Тип вставки 12,Форма вставки 12,Количество 12,Цвет 12,Вес 12,Размеры вставки 12,Тип вставки 13,Форма вставки 13,Количество 13,Цвет 13,Вес 13,Размеры вставки 13,Тип вставки 14,Форма вставки 14,Количество 14,Цвет 14,Вес 14,Размеры вставки 14
1132,018105,SOKOLOV,Для женщин,2.31 г,Красное золото,585,Родирование,Фианит,Круг,1 шт,Бесцветный,0.201 карат,,,,,,,,,,,,26100,57990,17,2 мм,12 мм,3 мм,14 мм,3 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,018128-2,SOKOLOV,Для женщин,1.91 г,Жёлтое золото,585,Родирование,Фианит,Круг,42 шт,Бесцветный,0.357 карат,,,,,,,,,,,,19350,42990,17,,,,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,018135,SOKOLOV,Для женщин,1.06 г,Красное золото,585,Родирование,Фианит,Круг,20 шт,Бесцветный,0.17 карат,,,,,,,,,,,,17100,37990,17,2 мм,3 мм,1 мм,18 мм,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,018137,SOKOLOV,Для женщин,1.56 г,Красное золото,585,Родирование,Фианит,Круг,4 шт,Бесцветный,0.066 карат,,,,Фианит,Круг,22 шт,Бесцветный,0.187 карат,,,,22500,49990,17,2 мм,7 мм,2 мм,19 мм,"1, 25 мм",,,,,,,,,,,,,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,018169,SOKOLOV,Для женщин,1.12 г,Красное золото,585,Родирование,Фианит,Круг,1 шт,Бесцветный,0.122 карат,,,,,,,,,,,,14400,47990,17,2 мм,5 мм,2 мм,15 мм,"2, 5 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,018195,SOKOLOV,Для женщин,1.47 г,Красное золото,585,Родирование,Фианит,Круг,1 шт,Бесцветный,0.451 карат,,,,,,,,,,,,17100,37990,17,2 мм,7 мм,3 мм,8 мм,4 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,018233,SOKOLOV,Для женщин,1.75 г,Красное золото,585,Родирование,Фианит,Круг,1 шт,Бесцветный,0.618 карат,,,,Фианит,Круг,2 шт,Бесцветный,0.245 карат,,,,19350,42990,17,2 мм,5 мм,4 мм,12 мм,"4, 5 мм",,Фианит,Круг,6 шт,Бесцветный,0.051 карат,,,,,,,,"2, 5 мм",,,,,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,018261-3,SOKOLOV,Для женщин,2.16 г,Белое золото,585,Родирование,Фианит,Круг,1 шт,Бесцветный,0.451 карат,,,,,,,,,,,,24900,82990,17,3 мм,6 мм,5 мм,9 мм,4 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,018264,SOKOLOV,Для женщин,2.24 г,Красное золото,585,Родирование,Фианит,Круг,1 шт,Бесцветный,0.618 карат,,,,,,,,,,,,26100,57990,17,3 мм,6 мм,6 мм,6 мм,"4, 5 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,018269,SOKOLOV,Для женщин,2.25 г,Красное золото,585,Родирование,Фианит,Круг,1 шт,Бесцветный,0.846 карат,,,,Фианит,Круг,8 шт,Бесцветный,0.068 карат,,,,26100,57990,17,2 мм,5 мм,4 мм,9 мм,5 мм,,,,,,,,,,,,,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,018343,SOKOLOV,Для женщин,1.49 г,Красное золото,585,"Алмазная грань,  Родирование",Без вставок,,,,,,,,,,,,,,,,17000,84990,17,2 мм,5 мм,3 мм,19 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,018509-2,SOKOLOV,Для женщин,2.49 г,Жёлтое золото,585,Родирование,Фианит,Круг,1 шт,Бесцветный,0.451 карат,,,,Фианит,Круг,28 шт,Бесцветный,0.238 карат,,,,33750,74990,17,,,,,4 мм,,,,,,,,,,,,,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,018558-2,SOKOLOV,Для женщин,2.11 г,Жёлтое золото,585,Родирование,Фианит,Квадрат,11 шт,Бесцветный,0.897 карат,,,,Фианит,Круг,1 шт,Бесцветный,0.451 карат,,,,21000,69990,17,,,,,2 мм * 2 мм,,,,,,,,,,,,,,4 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,018632-2,SOKOLOV,Для женщин,1.16 г,Жёлтое золото,585,Родирование,Фианит,Круг,1 шт,Бесцветный,0.297 карат,,,,,,,,,,,,14850,32990,17,,,,,"3, 5 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,018666,SOKOLOV,Для женщин,1.96 г,Красное золото,585,Родирование,Фианит,Круг,1 шт,Бесцветный,0.451 карат,,,,Фианит,Круг,6 шт,Бесцветный,0.051 карат,,,,23850,52990,17,1 мм,7 мм,4 мм,12 мм,4 мм,,,,,,,,,,,,,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,018672,SOKOLOV,Для женщин,2.22 г,Красное золото,585,Родирование,Фианит,Круг,1 шт,Бесцветный,0.297 карат,,,,,,,,,,,,19350,42990,17,2 мм,6 мм,5 мм,6 мм,"3, 5 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,018679,SOKOLOV,Для женщин,2.8 г,Красное золото,585,Родирование,Фианит,Круг,26 шт,Бесцветный,0.221 карат,,,,,,,,,,,,33750,74990,17,2 мм,30 мм,2 мм,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,018737-2,SOKOLOV,Для женщин,1.73 г,Жёлтое золото,585,"Алмазная грань,  Родирование",Без вставок,,,,,,,,,,,,,,,,23850,52990,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,018771-2,SOKOLOV,Для женщин,2.62 г,Жёлтое золото,585,,Фианит,Круг,20 шт,Бесцветный,0.33 карат,,,,,,,,,,,,31500,69990,17,,,,,"1, 25 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,018775-2,SOKOLOV,Для женщин,3.95 г,Жёлтое золото,585,,Фианит,Круг,35 шт,Бесцветный,0.224 карат,,,,,,,,,,,,34500,114990,17,,,,,"0, 9 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,018805-3,SOKOLOV,Для женщин,1.85 г,Белое золото,585,Родирование,Фианит,Круг,1 шт,Бесцветный,0.846 карат,,,,,,,,,,,,21600,47990,17,2 мм,6 мм,4 мм,,5 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,018849-2,SOKOLOV,Для женщин,1.26 г,Жёлтое золото,585,Родирование,Фианит,Круг,32 шт,Бесцветный,0.272 карат,,,,,,,,,,,,17100,37990,17,2 мм,4 мм,1 мм,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,019075,SOKOLOV,Для женщин,1.52 г,Красное золото,585,Родирование,Фианит,Круг,1 шт,Бесцветный,0.122 карат,,,,,,,,,,,,17100,37990,17,2 мм,6 мм,3 мм,,"2, 5 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,019119,SOKOLOV,Для женщин,1.81 г,Красное золото,585,Родирование,Фианит,Круг,1 шт,Бесцветный,0.846 карат,,,,Фианит,Круг,14 шт,Бесцветный,0.231 карат,,,,22500,49990,17,,,,,5 мм,,,,,,,,,,,,,,"1, 25 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,019130,SOKOLOV,Для женщин,1.61 г,Красное золото,585,Родирование,Фианит,Круг,1 шт,Бесцветный,0.618 карат,,,,,,,,,,,,18000,39990,17,2 мм,5 мм,4 мм,,"4, 5 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,019148,SOKOLOV,Для женщин,1.84 г,Красное золото,585,Родирование,Фианит,Круг,1 шт,Бесцветный,0.451 карат,,,,,,,,,,,,19350,42990,17,,,,,4 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,019169-3,SOKOLOV,Для женщин,1.74 г,Белое золото,585,Родирование,Фианит,Круг,5 шт,Бесцветный,0.612 карат,,,,Фианит,Круг,8 шт,Бесцветный,0.068 карат,,,,22500,49990,17,1 мм,4 мм,2 мм,,"2, 5 мм",,,,,,,,,,,,,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,019174,SOKOLOV,Для женщин,1.7 г,Красное золото,585,Родирование,Фианит,Круг,7 шт,Бесцветный,0.2 карат,,,,Фианит,Круг,18 шт,Бесцветный,0.153 карат,,,,23850,52990,17,1 мм,5 мм,1 мм,,"1, 5 мм",,,,,,,,,,,,,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,019176,SOKOLOV,Для женщин,1.9 г,Красное золото,585,Родирование,Фианит,Круг,1 шт,Бесцветный,0.009 карат,,,,Фианит,Круг,6 шт,Бесцветный,0.171 карат,,,,26100,57990,17,1 мм,10 мм,2 мм,,1 мм,,Фианит,Круг,6 шт,Бесцветный,0.258 карат,,,,,,,,"1, 5 мм",,,,,,"1, 75 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,019212-3,SOKOLOV,Для женщин,2.38 г,Белое золото,585,Родирование,Фианит,Круг,1 шт,Бесцветный,0.846 карат,,,,Фианит,Круг,10 шт,Бесцветный,0.085 карат,,,,24900,82990,17,2 мм,7 мм,4 мм,19 мм,5 мм,,,,,,,,,,,,,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,019223,SOKOLOV,Для женщин,2.56 г,Красное золото,585,Родирование,Фианит,Круг,1 шт,Бесцветный,1.455 карат,,,,Фианит,Круг,2 шт,Бесцветный,0.245 карат,,,,26100,57990,17,2 мм,8 мм,6 мм,14 мм,6 мм,,,,,,,,,,,,,,"2, 5 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,019256,SOKOLOV,Для женщин,1.55 г,Красное золото,585,Родирование,Фианит,Круг,1 шт,Бесцветный,0.122 карат,,,,,,,,,,,,15750,34990,17,1 мм,4 мм,4 мм,6 мм,"2, 5 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,019335,SOKOLOV,Для женщин,2.31 г,Красное золото,585,,Без вставок,,,,,,,,,,,,,,,,26100,57990,17,3 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,1010320,SOKOLOV,Для женщин,5.33 г,Красное золото,585,,Бриллиант (природный),Круг,3 шт,Бесцветный,0.331 карат,3,6,,Бриллиант (природный),Круг,12 шт,Бесцветный,0.094 карат,2,3,,132000,439990,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,1011074-2,SOKOLOV,Для женщин,1.79 г,Комбинированное золото,585,,Бриллиант (природный),Круг,1 шт,Бесцветный,0.036 карат,3,6,А,Бриллиант (природный),Круг,10 шт,Бесцветный,0.029 карат,2,3,А,36000,79990,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,1011141,SOKOLOV,Для женщин,3.5 г,Красное золото,585,,Бриллиант (природный),Круг,135 шт,Бесцветный,0.392 карат,2,3,,,,,,,,,,126000,279990,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,1011209,SOKOLOV,Для женщин,2.37 г,Комбинированное золото,585,,Бриллиант (природный),Круг,1 шт,Бесцветный,0.092 карат,3,6,,Бриллиант (природный),Круг,10 шт,Бесцветный,0.037 карат,2,3,,63000,139990,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,1011449,SOKOLOV,Для женщин,1.35 г,Красное золото,585,Родирование,Бриллиант (природный),Круг,3 шт,Бесцветный,0.023 карат,2,3,,,,,,,,,,21600,47990,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,1011458,SOKOLOV,Для женщин,1.76 г,Комбинированное золото,585,Родирование,Бриллиант (природный),Круг,1 шт,Бесцветный,0.081 карат,3,6,,Бриллиант (природный),Круг,20 шт,Бесцветный,0.058 карат,2,3,,42750,94990,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,1011546,SOKOLOV,Для женщин,2.41 г,Красное золото,585,Родирование,Бриллиант (природный),Круг,1 шт,Бесцветный,0.021 карат,3,6,,,,,,,,,,39600,87990,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,1011566,SOKOLOV,Для женщин,1.47 г,Красное золото,585,Родирование,Бриллиант (природный),Круг,1 шт,Бесцветный,0.11 карат,3,6,,,,,,,,,,54000,119990,17,2 мм,4 мм,3 мм,4 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,1011600,SOKOLOV,Для женщин,1.85 г,Комбинированное золото,585,,Бриллиант (природный),Круг,1 шт,Бесцветный,0.036 карат,3,6,,Бриллиант (природный),Круг,2 шт,Бесцветный,0.032 карат,3,6,,41850,92990,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,1011722,SOKOLOV,Для женщин,2.61 г,Комбинированное золото,585,"Алмазная грань,  Родирование",Бриллиант (природный),Круг,1 шт,Бесцветный,0.081 карат,3,6,,Бриллиант (природный),Круг,16 шт,Бесцветный,0.059 карат,2,3,,67500,149990,18,2 мм,10 мм,6 мм,10 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,1011742,SOKOLOV,Для женщин,2.72 г,Белое золото,585,Родирование,Бриллиант (природный),Круг,14 шт,Бесцветный,0.076 карат,2,3,,Бриллиант (природный),Круг,1 шт,Бесцветный,0.054 карат,3,6,,47000,234990,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,1011762,SOKOLOV,Для женщин,2.87 г,Красное золото,585,Родирование,Бриллиант (природный),Круг,12 шт,Бесцветный,0.648 карат,3,6,,Бриллиант (природный),Круг,5 шт,Бесцветный,0.551 карат,3,6,,318000,1059990,18,3 мм,5 мм,4 мм,19 мм,,PREMIUM,Бриллиант (природный),Круг,2 шт,Бесцветный,0.011 карат,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,1011787,SOKOLOV,Для женщин,5.5 г,Белое золото,585,,Бриллиант (природный),Круг,5 шт,Бесцветный,0.67 карат,3,6,,Бриллиант (природный),Круг,2 шт,Бесцветный,0.011 карат,2,3,,173000,864990,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,1011815,SOKOLOV,Для женщин,1.88 г,Комбинированное золото,585,,Бриллиант (природный),Круг,1 шт,Бесцветный,0.067 карат,3,6,,Бриллиант (природный),Круг,4 шт,Бесцветный,0.012 карат,2,3,,49500,109990,18,2 мм,5 мм,3 мм,12 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,1011854,SOKOLOV,Для женщин,2.22 г,Белое золото,585,Родирование,Бриллиант (природный),Круг,1 шт,Бесцветный,0.157 карат,3,6,,Бриллиант (природный),Круг,2 шт,Бесцветный,0.011 карат,2,3,,75000,249990,18,2 мм,4 мм,6 мм,4 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,1011858-3,SOKOLOV,Для женщин,2 г,Белое золото,585,Родирование,Бриллиант (природный),Круг,8 шт,Бесцветный,0.062 карат,2,3,,Бриллиант (природный),Круг,1 шт,Бесцветный,0.03 карат,3,6,,42000,139990,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,1011879,SOKOLOV,Для женщин,2.37 г,Красное золото,585,Родирование,Бриллиант (природный),Круг,1 шт,Бесцветный,0.067 карат,3,6,,,,,,,,,,49500,109990,18,2 мм,6 мм,6 мм,6 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,1011883,SOKOLOV,Для женщин,2.14 г,Красное золото,585,Родирование,Бриллиант (природный),Круг,8 шт,Бесцветный,0.03 карат,2,3,,Перламутр,,1 шт,Белый,0.85 карат,,,,45000,99990,18,2 мм,12 мм,4 мм,13 мм,"5, 5 мм * 6 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,1011901,SOKOLOV,Для женщин,2.57 г,Красное золото,585,Родирование,Бриллиант (природный),Круг,3 шт,Бесцветный,0.011 карат,2,3,,Перламутр,Антик,1 шт,Белый,3.667 карат,,,,42750,94990,18,2 мм,14 мм,5 мм,13 мм,"10, 5 мм * 10, 5 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,1011954,SOKOLOV,Для женщин,1.76 г,Комбинированное золото,585,Родирование,Бриллиант (природный),Круг,12 шт,Бесцветный,0.044 карат,2,3,,Бриллиант (природный),Круг,1 шт,Бесцветный,0.013 карат,3,6,,29400,97990,18,2 мм,8 мм,4 мм,9 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,1011970-5,SOKOLOV,Для женщин,1.27 г,Красное золото,585,Родирование,Бриллиант выращенный,Круг,1 шт,Бесцветный,0.005 карат,,,,,,,,,,,,15900,52990,18,2 мм,11 мм,2 мм,,1 мм,SKLV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,1011976,SOKOLOV,Для женщин,5.27 г,Красное золото,585,Родирование,Бриллиант (природный),Круг,62 шт,Бесцветный,0.229 карат,2,3,,,,,,,,,,141750,314990,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,1011996-2,SOKOLOV,Для женщин,1.19 г,Жёлтое золото,585,Родирование,Бриллиант (природный),Круг,9 шт,Бесцветный,0.033 карат,2,3,,,,,,,,,,20400,67990,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,1011998,SOKOLOV,Для женщин,2.38 г,Белое золото,585,Родирование,Бриллиант (природный),Круг,20 шт,Бесцветный,0.058 карат,2,3,,Бриллиант (природный),Круг,1 шт,Бесцветный,0.036 карат,3,6,,56250,124990,18,2 мм,9 мм,5 мм,9 мм,,,Бриллиант (природный),Круг,6 шт,Бесцветный,0.032 карат,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,1012014-5,SOKOLOV,Для женщин,1.29 г,Красное золото,585,Родирование,Бриллиант выращенный,Круг,5 шт,Бесцветный,0.025 карат,,,,,,,,,,,,21600,47990,18,2 мм,9 мм,2 мм,,1 мм,SKLV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,1012174,SOKOLOV,Для женщин,1.95 г,Белое золото,585,Родирование,Бриллиант (природный),Багет,1 шт,Бесцветный,0.104 карат,3,5,,Бриллиант (природный),Круг,22 шт,Бесцветный,0.084 карат,3,6,,106500,354990,18,2 мм,8 мм,4 мм,9 мм,,PREMIUM,Бриллиант (природный),Багет,2 шт,Бесцветный,0.06 карат,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,1012216-3,SOKOLOV,Для женщин,1.96 г,Белое золото,585,Родирование,Бриллиант (природный),Круг,1 шт,Бесцветный,0.11 карат,3,6,,Бриллиант (природный),Круг,14 шт,Бесцветный,0.052 карат,2,3,,61500,204990,18,2 мм,4 мм,4 мм,,,,Бриллиант (природный),Круг,2 шт,Бесцветный,0.016 карат,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,1012223,SOKOLOV,Для женщин,1.91 г,Красное золото,585,Родирование,Бриллиант (природный),Круг,27 шт,Бесцветный,0.078 карат,2,3,,,,,,,,,,27000,89990,18,2 мм,4 мм,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,1012262-3,SOKOLOV,Для женщин,2.33 г,Белое золото,585,Родирование,Бриллиант (природный),Круг,1 шт,Бесцветный,0.11 карат,3,6,,,,,,,,,,60750,134990,18,2 мм,13 мм,5 мм,5 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,1012280-3,SOKOLOV,Для женщин,1.95 г,Белое золото,585,Родирование,Бриллиант (природный),Круг,1 шт,Бесцветный,0.092 карат,3,6,,,,,,,,,,45000,149990,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
